Country,Date,Bioenergy,Hydro,Wind,Solar
Denmark,2023-01-01,9725.4,0.0,85712.40000000001,635.9
Denmark,2023-01-02,15287.9,0.0,57910.8,335.9
Denmark,2023-01-03,21398.5,0.0,63310.9,1653.5
Denmark,2023-01-04,14821.3,0.0,122944.7,225.7
Denmark,2023-01-05,20546.0,0.0,63682.2,1135.3
Denmark,2023-01-06,19492.1,0.0,97531.6,850.4
Denmark,2023-01-07,18817.3,0.0,78666.3,310.4
Denmark,2023-01-08,16148.7,0.0,86953.4,546.5
Denmark,2023-01-09,22072.3,0.0,47874.4,887.3
Denmark,2023-01-10,20615.1,0.0,66828.7,1235.1000000000001
Denmark,2023-01-11,15946.6,0.0,110960.5,1056.5
Denmark,2023-01-12,18619.4,0.0,72637.6,521.5
Denmark,2023-01-13,15266.7,0.0,119356.40000000001,562.8
Denmark,2023-01-14,14446.0,0.0,110909.1,721.2
Denmark,2023-01-15,12473.2,0.0,134223.6,990.6
Denmark,2023-01-16,19745.8,0.0,73456.0,1241.3999999999999
Denmark,2023-01-17,19809.8,0.0,71548.4,662.1
Denmark,2023-01-18,18551.0,0.0,65030.3,1684.8
Denmark,2023-01-19,15879.2,0.0,49828.0,661.2
Denmark,2023-01-20,17961.1,0.0,13793.7,1439.5
Denmark,2023-01-21,18173.5,0.0,24695.699999999997,2076.7
Denmark,2023-01-22,23951.7,0.0,29744.8,810.2
Denmark,2023-01-23,24781.1,0.0,6426.2,1333.8
Denmark,2023-01-24,25667.3,0.0,35211.4,1549.8
Denmark,2023-01-25,23705.4,0.0,67991.3,384.0
Denmark,2023-01-26,17519.1,0.0,48265.9,2486.9
Denmark,2023-01-27,17359.3,0.0,19208.7,3321.0
Denmark,2023-01-28,19306.3,0.0,53467.7,1342.8
Denmark,2023-01-29,15291.4,0.0,94739.3,1138.8
Denmark,2023-01-30,17547.0,0.0,136017.7,2719.7000000000003
Denmark,2023-01-31,19351.9,0.0,115352.6,796.4
Denmark,2023-02-01,20919.3,0.0,125791.4,1731.2
Denmark,2023-02-02,23049.5,0.0,44956.6,3662.2
Denmark,2023-02-03,21457.4,0.0,111346.5,1281.8
Denmark,2023-02-04,23261.0,0.0,22680.0,3737.0
Denmark,2023-02-05,22408.8,0.0,63269.1,2712.1
Denmark,2023-02-06,25416.3,0.0,12525.6,2271.2000000000003
Denmark,2023-02-07,25962.4,0.0,38157.1,2894.7
Denmark,2023-02-08,23798.7,0.0,58902.4,4157.1
Denmark,2023-02-09,18067.0,0.0,113957.2,2587.8
Denmark,2023-02-10,17340.2,0.0,102989.2,2198.0
Denmark,2023-02-11,16843.5,0.0,102927.4,3060.0
Denmark,2023-02-12,21098.9,0.0,58410.1,1887.1
Denmark,2023-02-13,21850.3,0.0,51626.0,2861.6
Denmark,2023-02-14,26749.1,0.0,8319.3,1080.0
Denmark,2023-02-15,24918.399999999998,0.0,18039.0,1232.8
Denmark,2023-02-16,22319.9,0.0,33076.9,1803.0
Denmark,2023-02-17,15397.9,0.0,103576.8,1252.0
Denmark,2023-02-18,13572.6,0.0,83021.8,3662.5
Denmark,2023-02-19,15055.2,0.0,70714.5,6016.9
Denmark,2023-02-20,15179.6,0.0,140305.6,1293.2
Denmark,2023-02-21,20351.7,0.0,75452.3,5150.0
Denmark,2023-02-22,24658.0,0.0,41684.9,2335.9
Denmark,2023-02-23,20518.6,0.0,47669.8,2178.9
Denmark,2023-02-24,18076.8,0.0,106691.5,3687.6
Denmark,2023-02-25,16670.2,0.0,110011.3,6360.3
Denmark,2023-02-26,20733.4,0.0,42508.9,8055.4
Denmark,2023-02-27,23731.4,0.0,6849.0,7043.4
Denmark,2023-02-28,23567.8,0.0,4449.2,7898.0
Denmark,2023-03-01,25749.9,0.0,5471.9,5415.4
Denmark,2023-03-02,23313.5,0.0,11004.5,7969.7
Denmark,2023-03-03,15740.5,0.0,59729.0,6497.9
Denmark,2023-03-04,11558.2,0.0,71347.4,7110.599999999999
Denmark,2023-03-05,12660.0,0.0,34176.8,8698.8
Denmark,2023-03-06,18446.4,0.0,26875.6,7414.900000000001
Denmark,2023-03-07,19003.0,0.0,99174.5,3956.2000000000003
Denmark,2023-03-08,16256.0,0.0,10708.4,8142.0
Denmark,2023-03-09,16679.3,0.0,21829.4,6558.5
Denmark,2023-03-10,17609.8,0.0,26853.2,3932.5
Denmark,2023-03-11,20855.8,0.0,63119.3,6550.0
Denmark,2023-03-12,19518.6,0.0,59964.600000000006,4829.4
Denmark,2023-03-13,13908.2,0.0,124704.1,2119.5
Denmark,2023-03-14,12461.2,0.0,108979.1,6224.4
Denmark,2023-03-15,16553.7,0.0,81169.8,7493.8
Denmark,2023-03-16,18950.8,0.0,85532.8,4314.2
Denmark,2023-03-17,16346.1,0.0,81161.1,3762.6
Denmark,2023-03-18,15503.7,0.0,13258.1,3344.3
Denmark,2023-03-19,14762.8,0.0,19103.0,3699.4
Denmark,2023-03-20,21451.1,0.0,45224.2,3274.4
Denmark,2023-03-21,22574.9,0.0,39769.6,2388.7999999999997
Denmark,2023-03-22,14092.1,0.0,104529.9,2272.9
Denmark,2023-03-23,14126.1,0.0,93942.7,8508.2
Denmark,2023-03-24,11643.5,0.0,113154.6,6697.2
Denmark,2023-03-25,7734.5,0.0,64548.9,5433.1
Denmark,2023-03-26,13864.3,0.0,61820.200000000004,10422.3
Denmark,2023-03-27,17323.9,0.0,59687.2,10393.6
Denmark,2023-03-28,20541.9,0.0,35264.2,10403.7
Denmark,2023-03-29,21869.4,0.0,40887.6,3341.7
Denmark,2023-03-30,18950.7,0.0,73230.1,2198.0
Denmark,2023-03-31,19858.4,0.0,50133.0,3515.7000000000003
Denmark,2023-04-01,15462.1,0.0,115385.6,12075.8
Denmark,2023-04-02,17158.7,0.0,39932.1,17053.6
Denmark,2023-04-03,20887.7,0.0,6933.3,15604.3
Denmark,2023-04-04,22931.2,0.0,8978.9,12305.4
Denmark,2023-04-05,22220.3,0.0,6779.7,13649.3
Denmark,2023-04-06,19996.9,0.0,32414.5,13254.3
Denmark,2023-04-07,18933.5,0.0,52925.3,14907.5
Denmark,2023-04-08,23586.3,0.0,18161.3,14548.6
Denmark,2023-04-09,21553.4,0.0,12586.4,13998.5
Denmark,2023-04-10,10360.5,0.0,79507.4,12164.9
Denmark,2023-04-11,8792.5,0.0,61554.9,8446.0
Denmark,2023-04-12,12958.2,0.0,73202.1,7092.4
Denmark,2023-04-13,11415.0,0.0,61988.700000000004,10763.9
Denmark,2023-04-14,19605.6,0.0,23468.0,9277.2
Denmark,2023-04-15,13016.9,0.0,44515.7,8056.5
Denmark,2023-04-16,19691.8,0.0,15116.0,9108.4
Denmark,2023-04-17,19336.5,0.0,23249.6,18427.1
Denmark,2023-04-18,16630.5,0.0,51275.7,17931.5
Denmark,2023-04-19,12638.7,0.0,58487.3,18881.1
Denmark,2023-04-20,9787.6,0.0,81944.7,17258.6
Denmark,2023-04-21,10736.0,0.0,45613.5,19076.5
Denmark,2023-04-22,11279.9,0.0,51061.7,16737.4
Denmark,2023-04-23,12532.2,0.0,32709.2,11871.3
Denmark,2023-04-24,13096.3,0.0,47868.4,6404.4
Denmark,2023-04-25,12073.9,0.0,108213.3,8843.4
Denmark,2023-04-26,12493.6,0.0,111053.3,14809.9
Denmark,2023-04-27,19158.3,0.0,81612.1,15277.3
Denmark,2023-04-28,21723.4,0.0,15294.5,15766.6
Denmark,2023-04-29,15282.5,0.0,58651.2,16070.5
Denmark,2023-04-30,13012.7,0.0,43855.1,16097.5
Denmark,2023-05-01,17922.2,0.0,55489.2,14352.3
Denmark,2023-05-02,17199.7,0.0,58246.9,16785.7
Denmark,2023-05-03,19994.2,0.0,28520.8,14835.3
Denmark,2023-05-04,17740.0,0.0,22305.7,11847.3
Denmark,2023-05-05,14193.7,0.0,127964.6,12689.4
Denmark,2023-05-06,16144.9,0.0,105681.09999999999,7341.4
Denmark,2023-05-07,14901.8,0.0,66501.5,17905.3
Denmark,2023-05-08,15755.1,0.0,71399.3,19926.2
Denmark,2023-05-09,10665.4,0.0,84204.6,15882.8
Denmark,2023-05-10,8805.6,0.0,68758.9,14543.9
Denmark,2023-05-11,10041.6,0.0,16659.8,9932.6
Denmark,2023-05-12,11537.6,0.0,22573.7,18891.1
Denmark,2023-05-13,13132.4,0.0,14000.2,20129.5
Denmark,2023-05-14,13961.3,0.0,10310.3,15799.8
Denmark,2023-05-15,14888.3,0.0,20645.4,16460.6
Denmark,2023-05-16,10375.1,0.0,89021.7,9002.1
Denmark,2023-05-17,8921.3,0.0,104258.6,16355.199999999999
Denmark,2023-05-18,13220.0,0.0,14225.3,18610.3
Denmark,2023-05-19,13945.0,0.0,8733.4,18783.3
Denmark,2023-05-20,7131.6,0.0,24460.5,20883.1
Denmark,2023-05-21,4889.8,0.0,30767.1,16455.4
Denmark,2023-05-22,12812.4,0.0,35539.9,15374.7
Denmark,2023-05-23,12770.2,0.0,58945.8,8186.2
Denmark,2023-05-24,15199.9,0.0,31338.4,17264.5
Denmark,2023-05-25,11043.3,0.0,71017.2,21174.399999999998
Denmark,2023-05-26,9313.0,0.0,63024.0,18647.6
Denmark,2023-05-27,9080.0,0.0,13457.3,21286.4
Denmark,2023-05-28,8637.4,0.0,31422.899999999998,16818.4
Denmark,2023-05-29,8065.3,0.0,37201.8,19407.9
Denmark,2023-05-30,12447.8,0.0,19463.3,19306.4
Denmark,2023-05-31,12795.3,0.0,70366.4,18955.8
Denmark,2023-06-01,11251.1,0.0,60540.1,20402.7
Denmark,2023-06-02,12300.2,0.0,20489.4,21400.3
Denmark,2023-06-03,7675.0,0.0,16851.4,20504.9
Denmark,2023-06-04,10271.0,0.0,10634.5,15569.6
Denmark,2023-06-05,12285.1,0.0,6727.0,20111.4
Denmark,2023-06-06,11412.2,0.0,19100.1,22114.0
Denmark,2023-06-07,12156.2,0.0,8155.5,19883.1
Denmark,2023-06-08,14244.6,0.0,13474.9,22014.6
Denmark,2023-06-09,11703.4,0.0,28776.0,20732.5
Denmark,2023-06-10,5803.2,0.0,63429.4,20704.3
Denmark,2023-06-11,3019.7,0.0,61795.4,18595.0
Denmark,2023-06-12,6996.3,0.0,37133.6,22520.5
Denmark,2023-06-13,7636.9,0.0,28888.1,22400.5
Denmark,2023-06-14,8214.1,0.0,11443.3,21917.5
Denmark,2023-06-15,8241.8,0.0,9351.1,15304.2
Denmark,2023-06-16,8573.2,0.0,8528.6,17751.2
Denmark,2023-06-17,8113.9,0.0,4946.0,18564.5
Denmark,2023-06-18,7319.7,0.0,9780.6,19158.2
Denmark,2023-06-19,8377.9,0.0,27409.7,11970.6
Denmark,2023-06-20,8169.5,0.0,9558.3,15818.4
Denmark,2023-06-21,8027.3,0.0,42136.5,12141.0
Denmark,2023-06-22,7814.5,0.0,13736.5,20254.6
Denmark,2023-06-23,7279.7,0.0,28104.2,17688.1
Denmark,2023-06-24,7123.8,0.0,24732.2,19826.6
Denmark,2023-06-25,7064.400000000001,0.0,2834.6,15660.8
Denmark,2023-06-26,7138.2,0.0,58205.7,8893.5
Denmark,2023-06-27,6987.5,0.0,104639.7,19346.9
Denmark,2023-06-28,8144.5,0.0,29850.1,21810.0
Denmark,2023-06-29,7826.9,0.0,19208.7,10699.7
Denmark,2023-06-30,7714.3,0.0,44375.0,21390.0
Denmark,2023-07-01,4689.5,0.0,54482.3,7682.599999999999
Denmark,2023-07-02,5012.3,0.0,79002.1,11620.8
Denmark,2023-07-03,5492.2,0.0,114934.1,16536.6
Denmark,2023-07-04,6167.0,0.0,97460.7,14981.5
Denmark,2023-07-05,6381.2,0.0,51103.0,7463.7
Denmark,2023-07-06,8092.3,0.0,86268.5,16725.9
Denmark,2023-07-07,10666.8,0.0,15698.3,21234.9
Denmark,2023-07-08,13293.0,0.0,4768.900000000001,23765.0
Denmark,2023-07-09,13535.5,0.0,18079.8,22014.3
Denmark,2023-07-10,14769.0,0.0,18986.9,9632.2
Denmark,2023-07-11,13366.6,0.0,38194.1,11569.9
Denmark,2023-07-12,9904.6,0.0,41125.4,13457.9
Denmark,2023-07-13,7361.0,0.0,46487.4,16355.5
Denmark,2023-07-14,8077.3,0.0,21742.7,18294.2
Denmark,2023-07-15,5322.0,0.0,60993.9,15090.4
Denmark,2023-07-16,5171.0,0.0,73496.2,9960.4
Denmark,2023-07-17,5197.8,0.0,82863.3,15735.4
Denmark,2023-07-18,7268.5,0.0,61312.4,17362.4
Denmark,2023-07-19,13546.3,0.0,25796.8,14483.1
Denmark,2023-07-20,11051.4,0.0,71999.2,16803.3
Denmark,2023-07-21,14111.7,0.0,30717.1,17041.4
Denmark,2023-07-22,11014.7,0.0,32875.4,16989.6
Denmark,2023-07-23,7209.3,0.0,37086.1,5271.9
Denmark,2023-07-24,7232.8,0.0,50584.8,12130.4
Denmark,2023-07-25,6454.7,0.0,73856.7,17668.6
Denmark,2023-07-26,6259.8,0.0,75230.40000000001,14939.0
Denmark,2023-07-27,7743.0,0.0,29736.5,18634.9
Denmark,2023-07-28,8452.3,0.0,4156.8,20360.7
Denmark,2023-07-29,7630.4,0.0,14662.7,11746.7
Denmark,2023-07-30,6604.4,0.0,33198.0,13519.0
Denmark,2023-07-31,6510.0,0.0,34742.4,14239.4
Denmark,2023-08-01,10106.4,0.0,17681.3,10762.8
Denmark,2023-08-02,10189.0,0.0,20573.5,13323.8
Denmark,2023-08-03,6968.3,0.0,32667.7,12024.3
Denmark,2023-08-04,6978.3,0.0,71113.6,13102.4
Denmark,2023-08-05,8072.7,0.0,23586.3,17276.7
Denmark,2023-08-06,7149.8,0.0,28659.5,9232.3
Denmark,2023-08-07,5853.0,0.0,103387.7,4456.400000000001
Denmark,2023-08-08,5454.6,0.0,82077.3,9189.2
Denmark,2023-08-09,5576.3,0.0,104559.5,8996.1
Denmark,2023-08-10,7058.6,0.0,76374.1,14443.8
Denmark,2023-08-11,7063.9,0.0,25653.7,11651.9
Denmark,2023-08-12,2995.5,0.0,21848.9,7088.1
Denmark,2023-08-13,2839.1,0.0,33004.1,13338.6
Denmark,2023-08-14,3347.6,0.0,15284.5,15627.0
Denmark,2023-08-15,5707.4,0.0,38611.2,12495.2
Denmark,2023-08-16,7856.6,0.0,38660.6,13018.800000000001
Denmark,2023-08-17,8335.4,0.0,10023.300000000001,10590.4
Denmark,2023-08-18,7603.400000000001,0.0,39703.1,10218.9
Denmark,2023-08-19,5679.7,0.0,58992.6,8131.0
Denmark,2023-08-20,6054.0,0.0,16687.7,15855.8
Denmark,2023-08-21,8526.2,0.0,18199.3,17085.5
Denmark,2023-08-22,7802.9,0.0,18307.1,16051.6
Denmark,2023-08-23,7640.0,0.0,20473.7,9746.2
Denmark,2023-08-24,7231.5,0.0,12946.8,14917.7
Denmark,2023-08-25,7676.2,0.0,24528.6,12616.4
Denmark,2023-08-26,4502.0,0.0,19304.4,10603.9
Denmark,2023-08-27,6428.7,0.0,10454.0,9706.4
Denmark,2023-08-28,10822.8,0.0,22429.9,15554.1
Denmark,2023-08-29,13286.8,0.0,9454.3,10185.5
Denmark,2023-08-30,13044.9,0.0,10178.1,9739.7
Denmark,2023-08-31,12364.3,0.0,12497.6,9982.2
Denmark,2023-09-01,12822.300000000001,0.0,18971.1,17878.8
Denmark,2023-09-02,11714.1,0.0,45590.1,17825.1
Denmark,2023-09-03,10348.5,0.0,51436.1,10561.8
Denmark,2023-09-04,12499.8,0.0,31064.1,18859.5
Denmark,2023-09-05,13388.8,0.0,10303.2,18660.3
Denmark,2023-09-06,14008.4,0.0,13025.0,18278.9
Denmark,2023-09-07,13619.8,0.0,29619.1,16126.8
Denmark,2023-09-08,13873.0,0.0,23871.6,16509.1
Denmark,2023-09-09,13898.2,0.0,10907.3,17348.0
Denmark,2023-09-10,13775.0,0.0,3679.5,10175.8
Denmark,2023-09-11,14839.2,0.0,20498.8,12169.9
Denmark,2023-09-12,14017.5,0.0,17991.3,6965.5
Denmark,2023-09-13,7545.3,0.0,36207.1,12574.5
Denmark,2023-09-14,6992.6,0.0,15475.4,12831.6
Denmark,2023-09-15,7595.1,0.0,28350.4,16194.1
Denmark,2023-09-16,12160.6,0.0,17956.5,13743.9
Denmark,2023-09-17,12237.9,0.0,37394.3,12835.3
Denmark,2023-09-18,7987.5,0.0,87560.1,6327.099999999999
Denmark,2023-09-19,5860.9,0.0,78607.1,4141.6
Denmark,2023-09-20,6255.4,0.0,74837.5,3524.7000000000003
Denmark,2023-09-21,7105.8,0.0,60623.0,8976.800000000001
Denmark,2023-09-22,8515.8,0.0,24068.0,8898.4
Denmark,2023-09-23,7148.1,0.0,32160.3,10617.4
Denmark,2023-09-24,6319.4,0.0,44316.8,11333.3
Denmark,2023-09-25,6178.9,0.0,67936.0,9353.3
Denmark,2023-09-26,12178.9,0.0,16329.2,11036.8
Denmark,2023-09-27,12286.8,0.0,18652.7,10249.1
Denmark,2023-09-28,5003.0,0.0,53520.6,8131.1
Denmark,2023-09-29,7241.5,0.0,52985.4,3978.5
Denmark,2023-09-30,1778.7,0.0,78655.4,10677.0
Denmark,2023-10-01,1981.5,0.0,23116.9,4137.5
Denmark,2023-10-02,2026.3,0.0,18151.1,4599.8
Denmark,2023-10-03,1825.5,0.0,65104.0,3860.8
Denmark,2023-10-04,1635.2,0.0,104655.8,9037.9
Denmark,2023-10-05,2972.3,0.0,73086.6,11771.5
Denmark,2023-10-06,3050.8,0.0,104602.4,2891.1
Denmark,2023-10-07,3512.4,0.0,46054.2,6187.8
Denmark,2023-10-08,8828.2,0.0,12117.0,10604.0
Denmark,2023-10-09,6478.8,0.0,13668.4,5380.5
Denmark,2023-10-10,6342.2,0.0,51155.1,3275.3
Denmark,2023-10-11,1261.5,0.0,115204.4,4117.2
Denmark,2023-10-12,1814.0,0.0,89195.1,9824.2
Denmark,2023-10-13,2077.6,0.0,78702.1,1439.7
Denmark,2023-10-14,1293.3,0.0,97216.2,7890.6
Denmark,2023-10-15,1656.8,0.0,96469.0,7503.1
Denmark,2023-10-16,7595.8,0.0,48398.1,10277.4
Denmark,2023-10-17,12395.6,0.0,43186.6,8919.2
Denmark,2023-10-18,12779.4,0.0,32165.5,7964.3
Denmark,2023-10-19,2431.2,0.0,134952.6,1720.4
Denmark,2023-10-20,5776.8,0.0,132719.5,2256.3
Denmark,2023-10-21,5872.7,0.0,95722.8,1438.6
Denmark,2023-10-22,6814.0,0.0,52963.5,3758.7
Denmark,2023-10-23,8973.4,0.0,29866.8,5745.8
Denmark,2023-10-24,7351.2,0.0,76576.8,1567.8
Denmark,2023-10-25,7886.8,0.0,91419.3,2075.7000000000003
Denmark,2023-10-26,8902.9,0.0,62840.9,1621.3
Denmark,2023-10-27,9671.9,0.0,46654.3,1881.6000000000001
Denmark,2023-10-28,7003.2,0.0,66355.7,1720.6
Denmark,2023-10-29,2740.6,0.0,95864.6,2363.2
Denmark,2023-10-30,7701.4,0.0,80882.5,5141.3
Denmark,2023-10-31,9139.7,0.0,56562.8,1974.3
Denmark,2023-11-01,8841.0,0.0,64261.1,2367.6
Denmark,2023-11-02,7067.5,0.0,106509.4,2079.7
Denmark,2023-11-03,7274.1,0.0,85777.0,2648.6
Denmark,2023-11-04,2923.8,0.0,70254.9,1900.7
Denmark,2023-11-05,3043.7000000000003,0.0,40544.8,1756.8
Denmark,2023-11-06,7393.4,0.0,50995.6,4008.4
Denmark,2023-11-07,8730.4,0.0,51164.0,3000.2
Denmark,2023-11-08,9130.7,0.0,63504.100000000006,4122.3
Denmark,2023-11-09,12504.3,0.0,41735.5,1447.8
Denmark,2023-11-10,15315.6,0.0,36714.7,2364.4
Denmark,2023-11-11,16271.6,0.0,6274.1,2156.7000000000003
Denmark,2023-11-12,16877.0,0.0,3974.3999999999996,2291.0
Denmark,2023-11-13,16277.8,0.0,53453.6,2394.4
Denmark,2023-11-14,15205.6,0.0,85956.3,1038.0
Denmark,2023-11-15,16732.1,0.0,28532.1,1803.8999999999999
Denmark,2023-11-16,14979.2,0.0,66078.7,1278.4
Denmark,2023-11-17,5165.4,0.0,30990.7,1526.6
Denmark,2023-11-18,7995.8,0.0,45552.4,3512.2
Denmark,2023-11-19,9457.0,0.0,81770.0,654.5
Denmark,2023-11-20,15443.9,0.0,32755.8,903.5
Denmark,2023-11-21,16683.8,0.0,29263.0,1797.8
Denmark,2023-11-22,14774.7,0.0,99185.9,836.5
Denmark,2023-11-23,11761.7,0.0,142599.4,998.0
Denmark,2023-11-24,13920.1,0.0,114381.3,2281.6
Denmark,2023-11-25,16409.4,0.0,50300.8,3485.5
Denmark,2023-11-26,18788.2,0.0,17521.7,1529.3
Denmark,2023-11-27,16983.9,0.0,70641.3,1983.7
Denmark,2023-11-28,17790.0,0.0,41327.7,2734.7
Denmark,2023-11-29,18611.2,0.0,15528.8,1843.3000000000002
Denmark,2023-11-30,18523.0,0.0,47782.6,559.3000000000001
Denmark,2023-12-01,18083.8,0.0,25873.100000000002,548.3
Denmark,2023-12-02,17963.8,0.0,8803.2,625.8
Denmark,2023-12-03,17792.6,0.0,21140.0,301.1
Denmark,2023-12-04,18780.1,0.0,43432.1,333.40000000000003
Denmark,2023-12-05,18441.2,0.0,80748.0,611.6
Denmark,2023-12-06,19701.0,0.0,65959.3,140.4
Denmark,2023-12-07,23287.7,0.0,10577.8,164.4
Denmark,2023-12-08,20238.4,0.0,53643.9,223.0
Denmark,2023-12-09,19721.5,0.0,63419.4,262.5
Denmark,2023-12-10,18336.5,0.0,77874.5,264.3
Denmark,2023-12-11,20529.5,0.0,26816.9,380.3
Denmark,2023-12-12,20780.0,0.0,38283.0,538.8
Denmark,2023-12-13,21039.0,0.0,93293.9,469.8
Denmark,2023-12-14,22292.9,0.0,16542.5,819.1
Denmark,2023-12-15,21018.6,0.0,56318.1,1150.8
Denmark,2023-12-16,15333.699999999999,0.0,119692.5,693.8
Denmark,2023-12-17,9972.6,0.0,126507.0,273.0
Denmark,2023-12-18,12608.0,0.0,112658.6,329.40000000000003
Denmark,2023-12-19,14213.5,0.0,82184.6,666.3
Denmark,2023-12-20,17064.6,0.0,93065.8,1607.3
Denmark,2023-12-21,14122.4,0.0,97809.8,814.7
Denmark,2023-12-22,15189.800000000001,0.0,103546.2,2395.0
Denmark,2023-12-23,16635.7,0.0,73687.0,1708.1000000000001
Denmark,2023-12-24,12547.2,0.0,92143.6,310.9
Denmark,2023-12-25,11312.5,0.0,105999.1,1703.7
Denmark,2023-12-26,15305.4,0.0,94566.8,1412.4
Denmark,2023-12-27,18655.3,0.0,74652.3,1418.3
Denmark,2023-12-28,10718.300000000001,0.0,123624.40000000001,860.1999999999999
Denmark,2023-12-29,11526.9,0.0,118617.1,1164.7
Denmark,2023-12-30,16326.2,0.0,79566.7,1812.5
Denmark,2023-12-31,12768.1,0.0,89183.4,638.1
Denmark,2024-01-01,15040.2,0.0,61238.8,437.9
Denmark,2024-01-02,19001.5,0.0,111914.6,500.6
Denmark,2024-01-03,18112.3,0.0,134129.9,484.1
Denmark,2024-01-04,20242.8,0.0,80657.8,732.5
Denmark,2024-01-05,23954.4,0.0,77627.3,898.9
Denmark,2024-01-06,21523.4,0.0,72394.6,1417.7
Denmark,2024-01-07,21153.3,0.0,42962.8,1871.8
Denmark,2024-01-08,19792.9,0.0,32998.3,2193.0
Denmark,2024-01-09,21926.5,0.0,9435.800000000001,1139.5
Denmark,2024-01-10,16013.9,0.0,8327.2,1214.9
Denmark,2024-01-11,15065.7,0.0,21196.8,2285.9
Denmark,2024-01-12,14693.6,0.0,38884.7,2488.4
Denmark,2024-01-13,13847.2,0.0,121383.0,1658.5
Denmark,2024-01-14,13562.5,0.0,90389.9,1407.1
Denmark,2024-01-15,13687.3,0.0,61102.200000000004,1594.9
Denmark,2024-01-16,14184.2,0.0,38075.1,1221.4
Denmark,2024-01-17,14366.3,0.0,88119.4,1224.9
Denmark,2024-01-18,14405.6,0.0,62679.0,2369.8
Denmark,2024-01-19,14609.7,0.0,103359.0,1376.2
Denmark,2024-01-20,13991.0,0.0,103578.9,1170.7
Denmark,2024-01-21,13721.0,0.0,131909.6,635.9
Denmark,2024-01-22,12992.7,0.0,144044.9,2736.6
Denmark,2024-01-23,13991.6,0.0,132846.7,3353.8
Denmark,2024-01-24,14664.9,0.0,144333.1,1132.9
Denmark,2024-01-25,19349.7,0.0,82806.6,4079.2000000000003
Denmark,2024-01-26,18878.4,0.0,121454.8,936.2
Denmark,2024-01-27,18911.0,0.0,94812.5,2378.5
Denmark,2024-01-28,19270.9,0.0,90089.1,5129.1
Denmark,2024-01-29,20446.0,0.0,47303.799999999996,2916.9
Denmark,2024-01-30,21226.7,0.0,59906.3,1165.4
Denmark,2024-01-31,18163.0,0.0,126380.9,3099.5
Denmark,2024-02-01,17895.9,0.0,134264.3,4851.1
Denmark,2024-02-02,19016.3,0.0,111173.5,487.3
Denmark,2024-02-03,13892.7,0.0,118796.2,3146.3
Denmark,2024-02-04,9550.9,0.0,118429.1,969.6
Denmark,2024-02-05,16165.1,0.0,78331.2,1106.3
Denmark,2024-02-06,17750.9,0.0,111739.2,940.9
Denmark,2024-02-07,22774.3,0.0,72515.9,5926.400000000001
Denmark,2024-02-08,24354.2,0.0,32953.1,4801.6
Denmark,2024-02-09,19936.1,0.0,123679.8,948.0
Denmark,2024-02-10,16814.1,0.0,129697.6,938.1
Denmark,2024-02-11,15692.4,0.0,117642.4,758.0
Denmark,2024-02-12,24504.4,0.0,29591.3,1672.1
Denmark,2024-02-13,24284.0,0.0,60400.1,4768.3
Denmark,2024-02-14,22389.4,0.0,19286.1,1821.2
Denmark,2024-02-15,20931.5,0.0,36806.9,1431.7
Denmark,2024-02-16,18303.6,0.0,96616.5,2232.8
Denmark,2024-02-17,20400.2,0.0,48024.3,9022.699999999999
Denmark,2024-02-18,18887.0,0.0,70485.8,915.1
Denmark,2024-02-19,20354.4,0.0,54676.3,3274.2
Denmark,2024-02-20,18952.6,0.0,84622.3,5357.5
Denmark,2024-02-21,18463.4,0.0,100173.4,7117.9
Denmark,2024-02-22,18223.0,0.0,76619.8,3487.5
Denmark,2024-02-23,13917.6,0.0,120013.7,6099.3
Denmark,2024-02-24,18792.3,0.0,33681.5,6112.8
Denmark,2024-02-25,17815.7,0.0,26136.5,3549.1
Denmark,2024-02-26,18950.2,0.0,14185.2,4773.6
Denmark,2024-02-27,21762.6,0.0,12645.8,3063.6
Denmark,2024-02-28,20220.6,0.0,55087.1,4294.1
Denmark,2024-02-29,17056.5,0.0,113243.2,3972.5
Denmark,2024-03-01,19918.5,0.0,62298.5,5225.0
Denmark,2024-03-02,13802.1,0.0,41001.2,5649.0
Denmark,2024-03-03,13745.1,0.0,64156.6,2581.3
Denmark,2024-03-04,19061.8,0.0,80217.7,8026.2
Denmark,2024-03-05,18629.6,0.0,101451.4,4833.3
Denmark,2024-03-06,19673.7,0.0,31752.6,3011.4
Denmark,2024-03-07,19624.1,0.0,20689.1,8566.8
Denmark,2024-03-08,19137.0,0.0,26258.3,13012.1
Denmark,2024-03-09,17630.4,0.0,107379.8,8059.7
Denmark,2024-03-10,17781.1,0.0,133378.7,3009.5
Denmark,2024-03-11,20435.4,0.0,116760.7,5561.9
Denmark,2024-03-12,21657.3,0.0,17503.5,2454.0
Denmark,2024-03-13,20577.4,0.0,57517.9,7223.1
Denmark,2024-03-14,14833.0,0.0,102656.1,3070.6
Denmark,2024-03-15,13312.6,0.0,108410.0,4264.6
